Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
833;0.00;74283.00;0.44;0.12;-0.01;-1.04;0.01
834;0.00;-127.00;0.64;0.12;-0.01;-1.04;0.01
835;0.00;-41.00;0.53;0.12;-0.01;-1.04;0.01
836;0.00;74541.00;0.48;0.12;-0.01;-1.04;0.01
837;0.00;-125.00;0.45;0.12;-0.01;-1.04;0.01
838;0.00;-39.00;0.36;0.12;-0.00;-1.04;0.01
839;0.00;74799.00;0.62;0.12;-0.01;-1.04;0.02
840;0.00;-123.00;0.71;0.12;-0.01;-1.04;0.01
841;0.00;-37.00;0.69;0.12;-0.02;-1.05;0.01
842;0.00;75058.00;0.54;0.12;-0.01;-1.04;0.01
843;0.00;-120.00;0.48;0.16;-0.01;-1.04;0.01
844;0.00;-34.00;0.65;0.16;-0.01;-1.05;0.02
845;0.00;75316.00;0.54;0.16;-0.01;-1.04;0.01
846;0.00;-118.00;0.68;0.12;-0.01;-1.04;0.01
847;0.00;-32.00;0.75;0.12;-0.01;-1.04;0.01
848;0.00;75574.00;0.56;0.12;-0.01;-1.04;0.02
849;0.00;-116.00;0.58;0.12;-0.01;-1.04;0.01
850;0.00;-29.00;0.58;0.12;-0.01;-1.04;0.02
851;0.00;75833.00;0.60;0.12;-0.01;-1.04;0.02
852;0.00;-113.00;0.66;0.12;-0.01;-1.04;0.02
853;0.00;-27.00;0.44;0.12;-0.01;-1.04;0.01
854;0.00;76091.00;0.53;0.12;-0.01;-1.04;0.01
855;0.00;-111.00;0.49;0.12;-0.01;-1.04;0.01
856;0.00;-25.00;0.53;0.12;-0.00;-1.04;0.01
857;0.00;76349.00;0.35;0.12;-0.01;-1.04;0.01
858;0.00;-109.00;0.36;0.12;-0.01;-1.04;0.00
859;0.00;-22.00;0.60;0.12;-0.01;-1.04;0.01
860;0.00;76608.00;0.46;0.12;-0.01;-1.05;0.02
861;0.00;-106.00;0.54;0.12;-0.01;-1.04;0.01
862;0.00;-20.00;0.66;0.12;-0.01;-1.04;0.01
863;0.00;76866.00;0.72;0.12;-0.01;-1.04;0.02
864;0.00;-104.00;0.66;0.12;-0.01;-1.04;0.00
865;0.00;-18.00;0.48;0.12;-0.01;-1.04;0.00
866;0.00;77124.00;0.59;0.12;-0.01;-1.04;0.02
867;0.00;-101.00;0.67;0.12;-0.01;-1.04;0.01
868;0.00;-15.00;0.60;0.16;-0.00;-1.04;0.01
869;0.00;77383.00;0.53;0.16;-0.01;-1.04;0.01
870;0.00;-99.00;0.81;0.16;-0.00;-1.04;0.01
871;0.00;-13.00;0.65;0.12;-0.01;-1.04;0.01
872;0.00;77641.00;0.51;0.12;-0.01;-1.04;0.01
873;0.00;-97.00;0.54;0.12;-0.01;-1.04;0.01
874;0.00;-11.00;0.44;0.12;-0.01;-1.04;0.03
875;0.00;77900.00;0.50;0.12;-0.01;-1.04;0.01
876;0.00;-94.00;0.71;0.12;-0.01;-1.04;0.01
877;0.00;-8.00;0.55;0.12;-0.01;-1.04;0.01
878;0.00;78158.00;0.51;0.12;-0.01;-1.04;0.01
879;0.00;-92.00;0.81;0.12;-0.00;-1.03;0.01
880;0.00;-6.00;0.69;0.12;-0.01;-1.04;0.01
881;0.00;78416.00;0.53;0.16;-0.01;-1.04;0.01
882;0.00;-90.00;0.72;0.16;-0.01;-1.04;0.02
883;0.00;-3.00;0.80;0.16;-0.01;-1.04;0.00
884;0.00;78675.00;0.64;0.12;-0.00;-1.04;0.01
885;0.00;-87.00;0.69;0.12;-0.01;-1.04;0.01
886;0.00;78848.00;0.66;0.12;-0.01;-1.04;0.01
887;0.00;78934.00;0.41;0.12;-0.01;-1.04;0.01
888;0.00;-84.00;0.36;0.12;-0.01;-1.04;0.02
889;0.00;79106.00;0.55;0.12;-0.01;-1.04;0.01
890;0.00;79192.00;0.58;0.12;-0.01;-1.04;0.01
891;0.00;-81.00;0.60;0.12;-0.01;-1.03;0.01
892;0.00;79365.00;0.61;0.12;-0.01;-1.04;0.02
893;0.00;79451.00;0.60;0.12;-0.01;-1.04;0.01
894;0.00;-79.00;0.59;0.12;-0.01;-1.04;0.01
895;0.00;79623.00;0.60;0.12;-0.01;-1.04;0.01
896;0.00;79709.00;0.57;0.12;-0.01;-1.04;0.01
897;0.00;-77.00;0.30;0.12;-0.01;-1.04;0.01
898;0.00;79881.00;0.47;0.12;-0.01;-1.04;0.01
899;0.00;79967.00;0.59;0.12;-0.01;-1.04;0.01
900;0.00;-74.00;0.43;0.12;-0.01;-1.04;0.01
901;0.00;80140.00;0.53;0.12;-0.01;-1.04;0.01
902;0.00;80226.00;0.75;0.12;-0.01;-1.04;0.01
903;0.00;-72.00;0.58;0.12;-0.01;-1.04;0.01
904;0.00;80398.00;0.58;0.12;-0.01;-1.03;0.00
905;0.00;80484.00;0.66;0.12;-0.00;-1.04;0.01
906;0.00;-70.00;0.56;0.12;-0.01;-1.04;0.02
907;0.00;80656.00;0.41;0.12;-0.00;-1.04;0.01
908;0.00;80743.00;0.50;0.12;-0.01;-1.03;0.01
909;0.00;-67.00;0.62;0.16;-0.01;-1.04;0.02
910;0.00;80915.00;0.58;0.16;-0.01;-1.04;0.01
911;0.00;81001.00;0.63;0.16;-0.00;-1.04;0.01
912;0.00;-65.00;0.55;0.12;-0.01;-1.04;0.00
913;0.00;81173.00;0.52;0.12;-0.01;-1.05;0.01
914;0.00;81259.00;0.62;0.12;-0.01;-1.04;0.00
915;0.00;-63.00;0.64;0.12;-0.01;-1.04;0.01
916;0.00;81432.00;0.43;0.12;-0.01;-1.04;0.01
917;0.00;81518.00;0.53;0.12;-0.01;-1.04;0.01
918;0.00;-60.00;0.51;0.12;-0.01;-1.04;0.01
919;0.00;81690.00;0.60;0.12;-0.00;-1.04;0.01
920;0.00;81776.00;0.61;0.12;-0.01;-1.04;0.01
921;0.00;-58.00;0.68;0.12;-0.00;-1.04;0.00
922;0.00;81948.00;0.64;0.12;-0.01;-1.04;0.01
923;0.00;82034.00;0.49;0.12;-0.01;-1.04;0.03
924;0.00;-55.00;0.62;0.12;-0.01;-1.04;0.01
925;0.00;82207.00;0.64;0.12;-0.01;-1.04;0.01
926;0.00;82293.00;0.65;0.12;-0.01;-1.04;0.01
927;0.00;-53.00;0.64;0.12;-0.01;-1.04;0.01
928;0.00;82465.00;0.53;0.12;-0.01;-1.04;0.01
929;0.00;82551.00;0.53;0.12;-0.01;-1.04;0.01
930;0.00;-51.00;0.46;0.12;-0.01;-1.05;0.02
931;0.00;82723.00;0.36;0.12;-0.01;-1.04;0.02
932;0.00;82810.00;0.49;0.12;-0.01;-1.04;0.01
933;0.00;-48.00;0.37;0.12;-0.02;-1.04;0.01
934;0.00;82982.00;0.48;0.12;-0.01;-1.04;0.01
935;0.00;83068.00;0.66;0.12;-0.00;-1.04;0.01
936;0.00;-46.00;0.62;0.12;-0.01;-1.04;0.01
937;0.00;83240.00;0.55;0.12;-0.01;-1.04;0.01
938;0.00;83326.00;0.61;0.12;-0.01;-1.04;0.01
939;0.00;-44.00;0.63;0.12;-0.01;-1.04;0.01
940;0.00;83499.00;0.84;0.12;-0.00;-1.04;0.01
941;0.00;-126.00;0.57;0.12;-0.01;-1.04;0.01
942;0.00;-40.00;0.52;0.12;-0.01;-1.04;0.01
943;0.00;83758.00;0.62;0.12;-0.01;-1.04;0.01
944;0.00;-124.00;0.53;0.12;-0.01;-1.03;0.01
945;0.00;-38.00;0.53;0.12;-0.01;-1.04;0.01
946;0.00;84016.00;0.57;0.12;-0.01;-1.04;0.02
947;0.00;-122.00;0.55;0.12;-0.01;-1.04;0.01
948;0.00;-36.00;0.53;0.12;-0.01;-1.04;0.01
949;0.00;84275.00;0.53;0.12;-0.01;-1.04;0.01
950;0.00;-119.00;0.49;0.12;-0.01;-1.04;0.01
951;0.00;-33.00;0.70;0.12;-0.01;-1.04;0.01
952;0.00;84533.00;0.76;0.12;-0.00;-1.04;0.01
953;0.00;-117.00;0.65;0.12;-0.01;-1.04;0.01
954;0.00;-31.00;0.65;0.12;-0.01;-1.04;0.01
955;0.00;84791.00;0.57;0.12;-0.00;-1.03;0.01
956;0.00;-115.00;0.57;0.12;-0.01;-1.04;0.01
957;0.00;-28.00;0.45;0.12;-0.00;-1.04;0.01
958;0.00;85050.00;0.34;0.12;-0.01;-1.04;0.01
959;0.00;-112.00;0.46;0.12;-0.01;-1.04;0.01
960;0.00;-26.00;0.62;0.12;-0.01;-1.04;0.01
961;0.00;85308.00;0.52;0.12;-0.01;-1.04;0.01
962;0.00;-110.00;0.53;0.12;-0.01;-1.04;0.01
963;0.00;-24.00;0.50;0.12;-0.00;-1.04;0.01
964;0.00;85566.00;0.57;0.12;-0.01;-1.04;0.01
965;0.00;-108.00;0.64;0.12;-0.01;-1.04;0.01
966;0.00;-21.00;0.72;0.12;-0.01;-1.04;0.02
967;0.00;85825.00;0.87;0.12;-0.01;-1.04;0.01
968;0.00;-105.00;0.79;0.12;-0.01;-1.04;0.01
969;0.00;-19.00;0.81;0.16;-0.01;-1.04;0.01
970;0.00;86083.00;0.74;0.16;-0.01;-1.05;0.02
971;0.00;-103.00;0.58;0.16;-0.01;-1.04;0.01
972;0.00;-17.00;0.60;0.12;-0.01;-1.05;0.02
973;0.00;86341.00;0.62;0.12;-0.00;-1.03;0.00
974;0.00;-100.00;0.65;0.12;-0.01;-1.04;0.01
975;0.00;-14.00;0.63;0.12;-0.00;-1.04;0.01
976;0.00;86600.00;0.71;0.12;-0.01;-1.03;0.01
977;0.00;-98.00;0.51;0.12;-0.01;-1.04;0.01
978;0.00;-12.00;0.35;0.12;-0.01;-1.04;0.01
979;0.00;86858.00;0.45;0.16;-0.01;-1.04;0.02
980;0.00;-96.00;0.51;0.16;-0.00;-1.04;0.01
981;0.00;-10.00;0.45;0.16;-0.01;-1.04;0.01
982;0.00;87116.00;0.51;0.12;-0.01;-1.05;0.01
983;0.00;-93.00;0.68;0.12;-0.01;-1.04;0.01
984;0.00;-7.00;0.71;0.12;-0.01;-1.04;0.02
985;0.00;87375.00;0.51;0.12;-0.01;-1.04;0.01
986;0.00;-91.00;0.53;0.12;-0.01;-1.04;0.01
987;0.00;-5.00;0.66;0.12;-0.01;-1.04;0.01
988;0.00;87633.00;0.71;0.12;-0.01;-1.04;0.01
989;0.00;-89.00;0.60;0.12;-0.01;-1.04;0.01
990;0.00;-3.00;0.52;0.12;-0.01;-1.04;0.02
991;0.00;87892.00;0.38;0.12;-0.01;-1.04;0.02
992;0.00;-85.00;0.60;0.12;-0.01;-1.04;0.01
993;0.00;88065.00;0.70;0.12;-0.01;-1.04;0.01
994;0.00;88151.00;0.82;0.12;-0.01;-1.04;0.01
995;0.00;-83.00;0.56;0.12;-0.01;-1.04;0.02
996;0.00;88323.00;0.40;0.12;-0.01;-1.04;0.01
997;0.00;88409.00;0.62;0.12;-0.01;-1.04;0.03
998;0.00;-81.00;0.74;0.12;-0.01;-1.04;0.01
999;0.00;88582.00;0.51;0.12;-0.01;-1.04;0.01
1000;0.00;88668.00;0.44;0.12;-0.00;-1.04;0.01
1001;0.00;-78.00;0.59;0.12;-0.01;-1.03;0.02
1002;0.00;88840.00;0.70;0.12;-0.01;-1.04;0.01
1003;0.00;88926.00;0.70;0.12;-0.01;-1.04;0.01
1004;0.00;-76.00;0.62;0.12;-0.01;-1.04;0.01
1005;0.00;89098.00;0.66;0.12;-0.01;-1.04;0.01
1006;0.00;89184.00;0.60;0.12;-0.01;-1.04;0.01
1007;0.00;-73.00;0.60;0.12;-0.01;-1.04;0.01
1008;0.00;89357.00;0.64;0.12;-0.01;-1.04;0.01
1009;0.00;89443.00;0.57;0.12;-0.01;-1.04;0.01
1010;0.00;-71.00;0.51;0.12;-0.01;-1.04;0.01
1011;0.00;89615.00;0.43;0.12;-0.01;-1.04;0.01
1012;0.00;-69.00;0.69;0.12;-0.01;-1.04;0.01
1013;0.00;89873.00;0.80;0.12;-0.01;-1.04;0.01
1014;0.00;89959.00;0.60;0.12;-0.01;-1.04;0.01
1015;0.00;-66.00;0.68;0.12;-0.01;-1.04;0.02
1016;0.00;90132.00;0.60;0.12;-0.00;-1.03;0.01
1017;0.00;90218.00;0.58;0.12;-0.01;-1.04;0.02
1018;0.00;-64.00;0.72;0.12;-0.01;-1.04;0.01
1019;0.00;90390.00;0.77;0.12;-0.00;-1.04;0.01
1020;0.00;90476.00;0.77;0.12;-0.01;-1.04;0.01
1021;0.00;-62.00;0.66;0.12;-0.01;-1.04;0.01
1022;0.00;90648.00;0.69;0.12;-0.01;-1.04;0.01
1023;0.00;90735.00;0.70;0.12;-0.01;-1.04;0.02
1024;0.00;-59.00;0.60;0.12;-0.00;-1.03;0.00
1025;0.00;90907.00;0.55;0.12;-0.01;-1.04;0.01
1026;0.00;90993.00;0.54;0.12;-0.01;-1.04;0.01
1027;0.00;-57.00;0.62;0.12;-0.00;-1.04;0.01
1028;0.00;91165.00;0.66;0.12;-0.01;-1.03;0.01
1029;0.00;91251.00;0.63;0.12;-0.01;-1.04;0.01
1030;0.00;-55.00;0.74;0.12;-0.01;-1.04;0.01
1031;0.00;91682.00;0.68;0.12;-0.02;-1.04;0.01
1032;0.00;91768.00;0.58;0.12;-0.01;-1.04;0.01
1033;0.00;-50.00;0.58;0.12;-0.01;-1.04;0.01
1034;0.00;91940.00;0.58;0.12;-0.01;-1.05;0.01
1035;0.00;92026.00;0.64;0.12;-0.00;-1.03;0.01
1036;0.00;-48.00;0.59;0.12;-0.01;-1.05;0.02
1037;0.00;92199.00;0.56;0.12;-0.01;-1.04;0.02
1038;0.00;92285.00;0.52;0.12;-0.01;-1.04;0.01
1039;0.00;-45.00;0.74;0.12;-0.01;-1.04;0.02
1040;0.00;92457.00;0.64;0.12;-0.01;-1.04;0.01
1041;0.00;-128.00;0.56;0.12;-0.01;-1.04;0.02
1042;0.00;-42.00;0.56;0.12;-0.01;-1.04;0.00
1043;0.00;92716.00;0.55;0.12;-0.01;-1.04;0.00
1044;0.00;-126.00;0.75;0.12;-0.01;-1.04;0.01
1045;0.00;-39.00;0.58;0.12;-0.00;-1.04;0.01
1046;0.00;92975.00;0.66;0.12;-0.01;-1.04;0.01
1047;0.00;-123.00;0.63;0.12;-0.01;-1.04;0.01
1048;0.00;-37.00;0.79;0.12;-0.01;-1.05;0.02
1049;0.00;93233.00;0.71;0.12;-0.00;-1.04;0.01
1050;0.00;-121.00;0.52;0.12;-0.01;-1.04;0.01
1051;0.00;-35.00;0.54;0.12;-0.00;-1.04;0.01
1052;0.00;93491.00;0.55;0.12;-0.00;-1.03;0.02
1053;0.00;-118.00;0.58;0.12;-0.01;-1.04;0.01
1054;0.00;-32.00;0.56;0.12;-0.01;-1.04;0.02
1055;0.00;93750.00;0.60;0.12;-0.00;-1.04;0.01
1056;0.00;-116.00;0.49;0.12;-0.01;-1.04;0.01
1057;0.00;-30.00;0.41;0.12;-0.01;-1.04;0.01
1058;0.00;94008.00;0.65;0.12;-0.01;-1.04;0.01
1059;0.00;-114.00;0.63;0.12;-0.01;-1.04;0.01
1060;0.00;-28.00;0.68;0.12;-0.01;-1.05;0.01
1061;0.00;94266.00;0.68;0.12;-0.01;-1.04;0.01
1062;0.00;-111.00;0.68;0.12;-0.01;-1.04;0.01
1063;0.00;-25.00;0.67;0.12;-0.01;-1.04;0.01
1064;0.00;94525.00;0.57;0.12;-0.01;-1.04;0.02
1065;0.00;-109.00;0.57;0.12;-0.01;-1.04;0.01
1066;0.00;-23.00;0.59;0.12;-0.01;-1.04;0.01
1067;0.00;94783.00;0.45;0.12;-0.01;-1.04;0.01
1068;0.00;-107.00;0.69;0.12;-0.01;-1.04;0.01
1069;0.00;-21.00;0.68;0.12;-0.01;-1.05;0.01
1070;0.00;95042.00;0.67;0.12;-0.01;-1.04;0.02
1071;0.00;-104.00;0.66;0.16;-0.01;-1.04;0.01
1072;0.00;-18.00;0.46;0.16;-0.01;-1.03;0.01
1073;0.00;95300.00;0.43;0.16;-0.02;-1.04;0.02
1074;0.00;-102.00;0.29;0.12;-0.00;-1.04;0.01
1075;0.00;-16.00;0.41;0.12;-0.01;-1.04;0.01
1076;0.00;95558.00;0.53;0.12;-0.01;-1.04;0.01
1077;0.00;-100.00;0.51;0.12;-0.01;-1.04;0.01
1078;0.00;-14.00;0.51;0.12;-0.01;-1.04;0.01
1079;0.00;95817.00;0.55;0.16;-0.01;-1.04;0.01
1080;0.00;-97.00;0.67;0.16;-0.00;-1.04;0.00
1081;0.00;-11.00;0.58;0.16;-0.01;-1.04;0.01
1082;0.00;96075.00;0.70;0.12;-0.01;-1.04;0.01
1083;0.00;-95.00;0.58;0.12;-0.00;-1.04;0.00
1084;0.00;-9.00;0.47;0.12;-0.01;-1.04;0.01
1085;0.00;96333.00;0.60;0.12;-0.01;-1.05;0.02
1086;0.00;-93.00;0.60;0.12;-0.01;-1.04;0.02
1087;0.00;-7.00;0.63;0.12;-0.00;-1.04;0.01
1088;0.00;96592.00;0.58;0.12;-0.00;-1.04;0.03
1089;0.00;-90.00;0.71;0.12;-0.01;-1.04;0.01
1090;0.00;-4.00;0.72;0.12;-0.01;-1.04;0.02
1091;0.00;96850.00;0.73;0.12;-0.01;-1.04;0.01
1092;0.00;-88.00;0.68;0.12;-0.01;-1.04;0.01
1093;0.00;-2.00;0.69;0.12;-0.01;-1.04;0.02
1094;0.00;97108.00;0.67;0.12;-0.01;-1.04;0.01
1095;0.00;-85.00;0.58;0.12;-0.01;-1.04;0.01
1096;0.00;97281.00;0.51;0.12;-0.01;-1.04;0.01
1097;0.00;97368.00;0.55;0.12;-0.01;-1.04;0.01
1098;0.00;-82.00;0.74;0.12;-0.01;-1.04;0.01
1099;0.00;97540.00;0.69;0.12;-0.01;-1.05;0.02
1100;0.00;97626.00;0.49;0.12;-0.01;-1.04;0.01
1101;0.00;-80.00;0.51;0.12;-0.01;-1.04;0.00
1102;0.00;97798.00;0.58;0.12;-0.01;-1.04;0.01
1103;0.00;97884.00;0.45;0.12;-0.01;-1.04;0.02
1104;0.00;-78.00;0.57;0.12;-0.02;-1.04;0.02
1105;0.00;98056.00;0.51;0.12;-0.01;-1.04;0.01
1106;0.00;98143.00;0.50;0.12;-0.01;-1.04;0.01
1107;0.00;-75.00;0.60;0.12;-0.01;-1.04;0.02
1108;0.00;-32757.00;0.62;0.12;-0.01;-1.04;0.01
1109;0.00;-32671.00;0.61;0.12;-0.01;-1.04;0.00
1110;0.00;-73.00;0.60;0.12;-0.01;-1.04;0.01
1111;0.00;-32499.00;0.64;0.12;-0.01;-1.04;0.01
1112;0.00;-32413.00;0.57;0.12;-0.01;-1.04;0.01
1113;0.00;-71.00;0.57;0.12;-0.01;-1.03;0.01
1114;0.00;-32241.00;0.56;0.12;-0.01;-1.04;0.01
1115;0.00;-32154.00;0.58;0.12;-0.01;-1.04;0.01
1116;0.00;-68.00;0.65;0.12;-0.01;-1.04;0.01
1117;0.00;-31982.00;0.57;0.12;-0.01;-1.04;0.01
1118;0.00;-31896.00;0.50;0.12;-0.01;-1.04;0.01
1119;0.00;-66.00;0.38;0.12;-0.01;-1.03;0.01
1120;0.00;-31724.00;0.64;0.12;-0.01;-1.04;0.01
1121;0.00;-31638.00;0.60;0.16;-0.01;-1.04;0.02
1122;0.00;-64.00;0.44;0.16;-0.01;-1.05;0.01
1123;0.00;-31466.00;0.35;0.16;-0.00;-1.04;0.01
1124;0.00;-31379.00;0.53;0.12;-0.01;-1.04;0.01
1125;0.00;-61.00;0.72;0.12;-0.01;-1.04;0.01
1126;0.00;-31207.00;0.66;0.12;-0.01;-1.04;0.01
1127;0.00;-31121.00;0.52;0.12;-0.01;-1.04;0.01
1128;0.00;-59.00;0.53;0.12;-0.01;-1.04;0.02
1129;0.00;-30949.00;0.55;0.12;-0.00;-1.04;0.01
1130;0.00;-30863.00;0.76;0.12;-0.00;-1.04;0.00
1131;0.00;-57.00;0.79;0.12;-0.01;-1.04;0.01
1132;0.00;-30691.00;0.47;0.12;-0.01;-1.05;0.01
1133;0.00;-30604.00;0.64;0.12;-0.01;-1.04;0.02
1134;0.00;-54.00;0.67;0.12;-0.00;-1.03;0.01
1135;0.00;-30432.00;0.60;0.12;-0.01;-1.04;0.02
1136;0.00;-30346.00;0.64;0.12;-0.01;-1.04;0.01
1137;0.00;-52.00;0.54;0.12;-0.01;-1.04;0.01
1138;0.00;-30174.00;0.64;0.12;-0.01;-1.04;0.02
1139;0.00;-30088.00;0.79;0.12;-0.01;-1.04;0.01
1140;0.00;-50.00;0.68;0.16;-0.01;-1.04;0.01
1141;0.00;-29916.00;0.70;0.16;-0.01;-1.04;0.01
1142;0.00;-29829.00;0.78;0.16;-0.01;-1.04;0.01
1143;0.00;-47.00;0.64;0.12;-0.01;-1.05;0.01
1144;0.00;-29657.00;0.62;0.12;-0.01;-1.04;0.01
1145;0.00;-29571.00;0.66;0.12;-0.01;-1.04;0.02
1146;0.00;-45.00;0.55;0.12;-0.01;-1.05;0.01
1147;0.00;-29399.00;0.57;0.12;-0.01;-1.04;0.01
1148;0.00;-128.00;0.69;0.12;-0.01;-1.04;0.01
1149;0.00;-42.00;0.58;0.12;-0.01;-1.04;0.01
1150;0.00;-29140.00;0.45;0.12;-0.01;-1.04;0.02
1151;0.00;-125.00;0.53;0.12;-0.01;-1.04;0.01
1152;0.00;-39.00;0.53;0.12;-0.01;-1.04;0.01
1153;0.00;-28881.00;0.62;0.12;-0.01;-1.04;0.01
1154;0.00;-123.00;0.71;0.12;-0.01;-1.04;0.01
1155;0.00;-37.00;0.51;0.12;-0.01;-1.04;0.01
1156;0.00;-28623.00;0.45;0.12;-0.01;-1.04;0.01
1157;0.00;-121.00;0.44;0.12;-0.00;-1.04;0.01
1158;0.00;-35.00;0.56;0.12;-0.01;-1.04;0.01
1159;0.00;-28365.00;0.74;0.12;-0.01;-1.03;0.01
1160;0.00;-119.00;0.80;0.12;-0.00;-1.04;0.01
1161;0.00;-32.00;0.70;0.12;-0.01;-1.04;0.01
1162;0.00;-28106.00;0.64;0.12;-0.01;-1.04;0.01
1163;0.00;-116.00;0.67;0.12;-0.01;-1.04;0.01
1164;0.00;-30.00;0.73;0.12;-0.01;-1.04;0.01
1165;0.00;-27848.00;0.45;0.12;-0.01;-1.04;0.01
1166;0.00;-114.00;0.34;0.12;-0.01;-1.04;0.01
1167;0.00;-28.00;0.44;0.12;-0.01;-1.04;0.01
1168;0.00;-27590.00;0.55;0.12;-0.01;-1.04;0.01
1169;0.00;-112.00;0.74;0.12;-0.01;-1.04;0.01
1170;0.00;-25.00;0.67;0.12;-0.01;-1.04;0.02
1171;0.00;-27331.00;0.60;0.12;-0.01;-1.04;0.01
1172;0.00;-109.00;0.59;0.12;-0.01;-1.04;0.02
1173;0.00;-23.00;0.61;0.12;-0.01;-1.04;0.02
1174;0.00;-27073.00;0.42;0.12;-0.00;-1.04;0.01
1175;0.00;-107.00;0.55;0.12;-0.01;-1.04;0.01
1176;0.00;-21.00;0.45;0.12;-0.01;-1.04;0.01
1177;0.00;-26815.00;0.52;0.12;-0.01;-1.04;0.01
1178;0.00;-105.00;0.59;0.12;-0.00;-1.04;0.01
1179;0.00;-18.00;0.67;0.16;-0.01;-1.04;0.01
1180;0.00;-26556.00;0.56;0.16;-0.01;-1.04;0.01
1181;0.00;-102.00;0.61;0.16;-0.01;-1.04;0.01
1182;0.00;-16.00;0.60;0.12;-0.01;-1.04;0.01
1183;0.00;-26298.00;0.59;0.12;-0.01;-1.04;0.01
1184;0.00;-100.00;0.53;0.12;-0.01;-1.05;0.02
1185;0.00;-14.00;0.54;0.12;-0.01;-1.04;0.00
1186;0.00;-26040.00;0.53;0.12;-0.01;-1.04;0.01
1187;0.00;-98.00;0.75;0.12;-0.01;-1.04;0.01
1188;0.00;-11.00;0.78;0.12;-0.01;-1.04;0.02
1189;0.00;-25781.00;0.65;0.12;-0.01;-1.04;0.01
1190;0.00;-95.00;0.59;0.12;-0.01;-1.04;0.00
1191;0.00;-9.00;0.49;0.12;-0.01;-1.04;0.01
1192;0.00;-25523.00;0.64;0.12;-0.01;-1.04;0.01
1193;0.00;-93.00;0.71;0.12;-0.01;-1.04;0.01
1194;0.00;-7.00;0.71;0.12;-0.01;-1.04;0.01
1195;0.00;-25265.00;0.77;0.12;-0.01;-1.04;0.01
1196;0.00;-91.00;0.54;0.12;-0.01;-1.04;0.01
1197;0.00;-5.00;0.53;0.12;-0.01;-1.04;0.02
1198;0.00;-25006.00;0.65;0.12;-0.00;-1.04;0.01
1199;0.00;-88.00;0.68;0.12;-0.01;-1.05;0.01
1200;0.00;-2.00;0.51;0.12;-0.01;-1.04;0.01
1201;0.00;-24748.00;0.64;0.12;-0.01;-1.04;0.02
1202;0.00;-85.00;0.49;0.12;-0.01;-1.04;0.01
1203;0.00;-24575.00;0.54;0.12;-0.01;-1.04;0.01
1204;0.00;-24489.00;0.70;0.12;-0.01;-1.04;0.01
1205;0.00;-83.00;0.58;0.12;-0.01;-1.04;0.01
1206;0.00;-24317.00;0.68;0.12;-0.01;-1.04;0.01
1207;0.00;-24230.00;0.57;0.12;-0.01;-1.04;0.01
1208;0.00;-80.00;0.50;0.12;-0.00;-1.04;0.01
1209;0.00;-24058.00;0.55;0.12;-0.01;-1.04;0.02
1210;0.00;-23972.00;0.72;0.12;-0.01;-1.04;0.01
1211;0.00;-78.00;0.73;0.12;-0.01;-1.04;0.01
1212;0.00;-23800.00;0.59;0.12;-0.01;-1.04;0.01
1213;0.00;-23714.00;0.44;0.12;-0.01;-1.04;0.01
1214;0.00;-76.00;0.48;0.12;-0.01;-1.04;0.01
1215;0.00;-23542.00;0.47;0.12;-0.01;-1.04;0.01
1216;0.00;-23455.00;0.40;0.12;-0.00;-1.04;0.01
1217;0.00;-73.00;0.68;0.12;-0.01;-1.04;0.01
1218;0.00;-23283.00;0.61;0.12;-0.01;-1.04;0.01
1219;0.00;-23197.00;0.40;0.12;-0.01;-1.04;0.01
1220;0.00;-71.00;0.45;0.16;-0.01;-1.05;0.01
1221;0.00;-23025.00;0.70;0.16;-0.01;-1.04;0.01
1222;0.00;-69.00;0.68;0.12;-0.01;-1.04;0.01
1223;0.00;-22767.00;0.53;0.12;-0.01;-1.04;0.01
1224;0.00;-22681.00;0.32;0.12;-0.01;-1.04;0.01
1225;0.00;-66.00;0.61;0.12;-0.01;-1.04;0.02
1226;0.00;-22508.00;0.67;0.12;-0.01;-1.04;0.01
1227;0.00;-22422.00;0.80;0.12;-0.00;-1.03;0.00
1228;0.00;-64.00;0.94;0.12;-0.00;-1.04;0.01
1229;0.00;-22250.00;0.62;0.12;-0.01;-1.05;0.02
1230;0.00;-22164.00;0.60;0.12;-0.01;-1.04;0.01
1231;0.00;-62.00;0.56;0.12;-0.01;-1.04;0.01
1232;0.00;-21992.00;0.45;0.12;-0.01;-1.04;0.02
1233;0.00;-21906.00;0.46;0.12;-0.01;-1.04;0.01
1234;0.00;-59.00;0.37;0.12;-0.01;-1.04;0.02
1235;0.00;-21733.00;0.46;0.12;-0.01;-1.03;0.01
1236;0.00;-21647.00;0.50;0.12;-0.01;-1.04;0.02
1237;0.00;-57.00;0.57;0.12;-0.01;-1.04;0.01
1238;0.00;-21475.00;0.59;0.12;-0.01;-1.04;0.01
1239;0.00;-21389.00;0.55;0.12;-0.02;-1.04;0.01
1240;0.00;-55.00;0.51;0.12;-0.01;-1.04;0.01
1241;0.00;-21217.00;0.51;0.16;-0.01;-1.04;0.01
1242;0.00;-21131.00;0.61;0.16;-0.01;-1.04;0.01
1243;0.00;-52.00;0.54;0.16;-0.01;-1.03;0.00
